,expected,predicted
0,0.25,0.36807807782702945
1,0.43,0.2912021286764251
2,0.49,0.38171285127792626
3,0.23,0.2635645254101204
4,0.22,0.07777475633795815
5,0.0,0.2658349611127856
6,0.31,0.3375943226996392
7,0.38,0.28297370346442735
8,0.45,0.2110049376119209
9,0.2,0.2967029320494435
10,0.62,0.32094631270969104
11,0.28,0.3016782888407623
12,0.0,0.1389361769158295
13,0.18,0.26058009845951835
14,0.39,0.39219797316013383
15,0.41,0.4187436353750781
16,0.43,0.3992857540597403
17,0.28,0.27061885261248214
18,0.44,0.34779904131695366
19,0.4,0.40478244828637966
20,0.43,0.3538215049652263
21,0.35,0.38689326441119565
22,0.16,0.3027974578472066
23,0.08,0.19907785642259396
24,0.0,0.22657633631949756
25,0.21,0.3448763972466066
26,0.25,0.1412086896029056
27,0.56,0.46957355201477385
28,0.0,0.19519130702038023
29,0.32,0.26874976533013273
30,0.08,0.12804391105769583
31,0.0,0.3268287038554552
32,0.0,0.05990749733249781
33,0.36,0.40418395021755227
34,0.52,0.20607224781882236
35,0.44,0.23329652068743933
36,0.12,0.3800095360140135
37,0.32,0.3540385921174754
38,0.23,0.24442746603519422
39,0.0,0.2801806411972249
40,0.49,0.3765606380701231
41,0.38,0.32628481838581747
42,0.0,0.21796058375974509
43,0.0,0.3794040048837516
44,0.24,0.3729935208786589
45,0.5,0.1058316005889566
46,0.0,0.003101120818322832
47,0.24,0.3666260997985225
48,0.2,0.2921523549079779
49,0.09,0.12729478570003835
50,0.56,0.4072643508184778
51,0.44,0.33884638399443273
52,0.21,0.33415000938349126
53,0.23,0.22662658651503093
54,0.0,0.11514682051350288
55,0.22,0.3574677059037332
56,0.08,0.1715385344485959
57,0.0,0.09305026278359926
58,0.56,0.3926995254903559
59,0.0,0.15388790533658347
60,0.0,-0.03873538084561903
61,0.0,0.1269911759296154
62,0.25,0.31881397223128155
63,0.64,0.38857959975765477
64,0.4,0.12916457909987683
65,0.0,0.17556277389140618
66,0.32,0.30273584702110257
67,0.0,0.08793669539805492
68,0.19,0.23269366959247578
69,0.39,0.3300348804553481
70,0.18,0.22389063249949478
71,0.27,0.42189174220036024
72,0.03,0.2590831635433676
73,0.0,0.09790765945057593
74,0.0,-0.03518377679553329
75,0.3,0.22653820336853323
76,0.44,0.19443910686469812
77,0.52,0.3675408295955265
78,0.0,0.1207930828394324
79,0.3,0.0503345295253408
80,0.5,0.41092780036924825
81,0.23,0.37898077708313527
82,0.19,0.21040986455303656
83,0.69,0.4114753667341712
84,0.0,0.17663058276695542
85,0.23,0.28796573348348276
86,0.02,0.2846441164928096
87,0.11,0.3519137397596509
88,0.06,0.03557782884171151
89,0.0,0.0786074851587451
90,0.0,0.08401561044599087
91,0.7,0.19847322058379188
92,0.46,0.24325155881062865
93,0.27,0.23522627272882102
94,0.0,0.2171469999031153
95,0.04,0.19665731168676237
96,0.41,0.40597916533185785
97,0.45,0.010018254818205258
98,0.54,0.4176070247053389
99,0.09,0.3052416018890556
100,0.37,0.39312714812690186
101,0.34,0.3892130590718997
102,0.08,0.2545683308997371
103,0.0,0.1649825703898848
104,0.37,0.3901421318226165
105,0.24,0.27557798286360213
106,0.22,0.26790226769809644
107,0.0,0.0706658618082169
108,0.0,0.2817068889926728
109,0.0,0.03151131883781072
110,0.2,0.43940639076965393
111,0.36,0.3169207466550108
112,0.45,0.25782961634986656
113,0.59,0.4164086813494755
114,0.33,0.24291627076429997
115,0.46,0.10137454311437766
116,0.1,0.10939993900168257
117,0.34,0.03264570170124796
118,0.36,0.3593008334114037
119,0.01,0.2448972757407668
120,0.46,0.2624172027280883
121,0.25,0.14602252184221987
122,0.33,0.3474739504720393
123,0.42,0.2896905476725944
124,0.0,0.11061611168443797
125,0.06,0.19521319639898607
126,0.31,0.2846904529743859
127,0.08,0.26259283445192055
128,0.03,0.08891272077464507
129,0.38,0.22058451900556683
130,0.61,0.425071456402517
131,0.16,0.2536197499502979
132,0.06,0.1996807305074402
133,0.64,0.37949943814140374
134,0.21,0.23019097678393985
135,0.5,0.4687151896698547
136,0.44,0.37872449158238075
137,0.31,0.24555085484906947
138,0.55,0.16013079363659494
139,0.51,0.328805145954645
140,0.09,0.193942198811935
141,0.0,0.40564979834775045
142,0.32,0.38173550258652295
143,0.0,0.1993428774634142
144,0.0,0.18664271391458193
145,0.45,0.38130983191566986
146,0.55,0.2700466612773523
147,0.33,0.2580010280635356
148,0.36,0.08688341766333302
149,0.26,0.35591980000501283
150,0.0,0.19865352906221317
151,0.0,0.062313293541109024
152,0.0,0.3444706165436825
153,0.38,0.2406550958196667
154,0.29,0.29163681987962653
155,0.4,0.15794978455260417
156,0.4,0.09515923063900916
157,0.62,0.37625849337421263
158,0.03,0.23468424812626865
159,0.49,0.3588675205298728
160,0.0,0.26221423939443184
161,0.36,0.40819541113196683
162,0.0,0.14289895755653892
163,0.06,0.23645702654597067
164,0.0,0.1341651890239196
165,0.37,0.38339948951681235
166,0.25,0.34424803016757993
167,0.28,0.29276398447781415
168,0.0,0.43935950354575026
169,0.12,0.24871238151563735
170,0.11,0.22913652614133362
171,0.0,0.24444459614393896
172,0.0,0.0802938120639888
173,0.23,0.22296413043471963
174,0.18,0.31656704856234424
175,0.0,0.12306163556861531
176,0.43,0.4123019251782286
177,0.25,0.2678331307105619
178,0.29,0.3482509277214079
179,0.12,0.18892284639694978
180,0.0,0.08798102416765952
181,0.48,0.3554534926929883
182,0.08,0.05616236642940761
183,0.76,0.3800856283881359
184,0.46,0.2751641241288072
185,0.39,0.3714817775678061
186,0.0,0.23488058215566815
187,0.0,0.1543965501907123
188,0.0,0.2212369878860431
189,0.65,0.28969444542926187
190,0.61,0.3893593438782075
191,0.04,0.3585049143175022
192,0.6,0.14554564434209033
193,0.02,0.21853016786404375
194,0.57,0.30203561360944686
195,0.34,0.33260792780620396
196,0.0,0.044033995212894445
197,0.39,0.3981735005854538
198,0.42,0.26234745130682113
199,0.0,0.39265228351018855
200,0.25,0.24357983809187958
201,0.2,0.03486677115990319
202,0.4,0.2039087590190225
203,0.67,0.44296640173851665
204,0.44,0.12764859012885907
205,0.33,0.38662574493998814
206,0.02,0.06415611246671149
207,0.37,0.41522535260356047
208,0.59,0.42783155017142077
209,0.0,0.063363559004034
210,0.0,0.04764919454293464
211,0.0,0.16184407318737332
212,0.44,0.40110518935417816
213,0.21,0.3090555619455345
214,0.65,0.26709301608286284
215,0.65,0.2065336874662505
216,0.45,0.39278406355707857
217,0.0,0.2025517011691498
218,0.0,0.012334804731833876
219,0.44,0.06315662783155174
220,0.56,0.404014841930962
221,0.53,0.3039262166210859
222,0.0,0.11679053745906548
223,0.02,0.039832731684453136
224,0.24,0.3530389217128245
225,0.31,0.2817079013342614
226,0.64,0.38015013770469114
227,0.52,0.3332385881791818
228,0.43,0.28834321179958766
229,0.51,0.40025071708991095
230,0.09,0.24188107546586704
231,0.0,0.1090097012225886
232,0.0,0.23686752626393484
233,0.59,0.36227011258952235
234,0.0,0.20333142908593568
235,0.0,0.0329701229831381
236,0.22,0.24247387359339068
237,0.55,0.29006228099806963
238,0.06,0.08918197847975115
239,0.0,0.06485165475780497
240,0.6,0.32694869764361134
241,0.0,0.39111748848913397
242,0.33,0.4159909868801389
243,0.31,0.25074318191428574
244,0.0,0.23295527547495262
245,0.53,0.4470446911235999
246,0.1,0.007144901393985048
247,0.49,0.2613197528729073
248,0.25,0.3216394168105609
249,0.39,0.24921838031451746
250,0.54,0.3881148520671317
251,0.2,0.2821714554711103
252,0.41,0.14300149522242706
253,0.23,0.3787125444149652
254,0.2,0.3851215753163494
255,0.32,0.29714106077850233
256,0.61,0.3535615406384156
257,0.0,0.030492327403194595
258,0.61,0.3908115588799418
259,0.0,0.35986251744206316
260,0.35,0.3784378298560118
261,0.0,0.021063231119133302
262,0.0,0.04080502268487596
263,0.48,0.37389590139765316
264,0.38,0.4299132097123301
265,0.0,0.0171470815410108
266,0.37,0.26142771920214625
267,0.38,0.3647430837417598
268,0.43,0.3939896040085514
269,0.34,0.396464388715417
270,0.5,0.2409282366784202
271,0.07,0.3043643218532471
272,0.34,0.3551695831271876
273,0.42,0.22731666082502253
274,0.52,0.391615542877783
275,0.0,0.01567748627719509
276,0.04,0.28505112392432846
277,0.0,0.06110851187416226
278,0.5,0.44466518160342233
279,0.41,0.04893335420086235
280,0.6,0.34760509581852966
281,0.52,0.37748007886196805
282,0.04,0.06136390422883082
283,0.54,0.31465398895571206
284,0.58,0.40650084448896256
285,0.4,0.38099537829296
286,0.19,0.25408374803101375
287,0.32,0.33581530248062313
288,0.0,0.05483361644710713
289,0.46,0.4073415289596315
290,0.64,0.3415359935351882
291,0.02,0.09570827677253907
292,0.4,0.39674647106062066
293,0.63,0.41983539153380117
294,0.37,0.24060487197814112
295,0.16,0.2617488858016519
296,0.47,0.37423923142752824
297,0.0,0.217158374318635
298,0.01,0.07931056733630619
299,0.72,0.31775946114222575
300,0.0,0.17913733463434492
301,0.01,0.27876809442102013
302,0.46,0.33881193590080133
303,0.68,0.2911259468355944
304,0.55,0.25086102009601846
305,0.67,0.34613601660260057
306,0.21,0.08811225887168285
307,0.24,0.04496688704468958
308,0.2,0.30739584071334625
309,0.0,0.15117332769978634
310,0.0,0.377855167964736
311,0.43,0.19659047850104844
312,0.0,0.13265546005288537
313,0.46,0.34924231633219477
314,0.02,0.17266305474496266
315,0.41,0.3614681449173387
316,0.0,0.1742523413374545
317,0.32,0.16820731776532202
318,0.42,0.09189510759073469
319,0.27,0.15629156242292738
320,0.52,0.39052242568778334
321,0.27,0.32117898589022587
322,0.0,0.05528597290606511
323,0.19,0.4422734026007917
324,0.0,0.07943131218241442
325,0.13,0.2814648659629473
326,0.45,0.3157484687795963
327,0.18,0.42439520237073336
328,0.0,0.2974774971923131
329,0.41,0.22370702324052216
330,0.47,0.15145524779085057
331,0.25,0.3276550160886305
332,0.13,0.2776059741333169
333,0.22,0.29115720743615897
334,0.69,0.41084394614516484
335,0.36,0.3907643557476073
336,0.36,0.22744262909981663
337,0.61,0.39797552556574867
338,0.61,0.07391960457687793
339,0.22,0.18007102334491468
340,0.36,0.4263356945197788
341,0.63,0.4299348093511897
342,0.0,0.1432023815831996
343,0.05,0.32762474170336636
344,0.0,0.03084098879407854
345,0.58,0.3462828875916083
346,0.42,0.26206419875845977
347,0.0,0.26621658491983935
348,0.01,0.14103876064311344
349,0.08,0.2293457609172785
350,0.66,0.4447272566398429
351,0.0,-0.008900322588822035
352,0.7,0.3419233419137855
353,0.0,0.15237839731698355
354,0.2,0.27191034633449845
355,0.0,0.1928362063511329
356,0.63,0.4254757109270212
357,0.36,0.06515645648338407
358,0.65,0.3745768742509851
359,0.22,0.3325345675821543
360,0.33,0.3730386284957974
361,0.25,0.22676652832486482
362,0.0,0.10463522658778501
363,0.0,0.35775449854202246
364,0.0,0.1412157126608335
365,0.34,0.37568915617773374
366,0.26,0.15463856314203892
367,0.0,0.1674545667361227
368,0.27,0.2543130454417579
369,0.03,0.09326601148410131
370,0.13,0.09769679898205613
371,0.0,0.25422220997098643
372,0.49,0.36022738724376613
373,0.03,0.2281404360953428
374,0.56,0.3979678433755862
375,0.29,0.07680670168656387
376,0.0,0.17492476793029058
377,0.24,0.36486184685035494
378,0.39,0.2859598298768073
379,0.0,0.13789031279757785
380,0.01,0.1812144722515392
381,0.68,0.3592613572218796
382,0.47,0.2387082044456312
383,0.33,0.30388734304517606
384,0.0,-0.004307688132357795
385,0.2,0.34628168161845563
386,0.25,0.3998105413955282
387,0.0,0.1371642195630384
388,0.17,0.2937580268829143
389,0.0,-0.007922190254914786
390,0.28,0.19390635313103555
391,0.07,0.20110796656874033
392,0.35,0.08668040069268407
393,0.0,0.3297629263309525
394,0.72,0.43408763660066024
395,0.13,0.2584495405926847
396,0.37,0.34087176082071835
397,0.72,0.3988584868738321
398,0.17,-0.021504043704619225
399,0.29,0.2974479382553459
400,0.59,0.32877105004703244
401,0.0,0.23425060298282532
402,0.03,0.06055184427450103
403,0.51,0.41273253916436387
404,0.3,0.08234332313869111
405,0.21,0.269821220425035
406,0.51,0.3966266274365531
407,0.42,0.3011734542493211
408,0.4,0.3684044893716305
409,0.1,-0.050364200318895797
410,0.67,0.41053264852463983
411,0.55,0.37491740084587377
412,0.54,0.36282577867097565
413,0.6,0.3469693400090214
414,0.31,0.38965510950192617
415,0.0,0.2202258592380786
416,0.68,0.4268066249964133
417,0.0,0.16856906129539015
418,0.43,0.041385091050995436
419,0.24,0.12693823414642275
420,0.39,0.2262028184602477
421,0.65,0.28756665446213914
422,0.0,0.29860204328127865
423,0.0,0.17883887420798633
424,0.0,0.1295439793474248
425,0.0,0.1925770611062191
426,0.57,0.3356732390432328
427,0.01,0.06184221425665329
428,0.0,0.15631745834361713
429,0.01,0.22488667540792226
430,0.73,0.4257023760257872
431,0.19,0.3225294814855402
432,0.65,0.401944248551836
433,0.54,0.4475943490883144
434,0.53,0.41510349944392533
435,0.0,0.060684891583794254
436,0.0,0.07394960148021366
437,0.35,0.37551492992188873
438,0.0,0.1393246790870374
439,0.47,0.35944643742805304
440,0.53,0.398444847885014
441,0.0,0.32626864155324625
442,0.0,0.14150579015672893
443,0.49,0.24506414651199288
444,0.46,0.3608619154595834
445,0.4,0.29231386959404915
446,0.0,0.07299031667758313
447,0.47,0.44378278394917414
448,0.36,0.34482697327639555
449,0.74,0.3734476838804063
450,0.28,0.4123023523922438
451,0.64,0.28455554283646767
452,0.0,0.05754174453003963
453,0.0,0.0012465891759926712
454,0.01,0.0431809618895445
455,0.0,0.07857819498883639
456,0.0,0.17463194997945558
457,0.0,0.2697973860093139
458,0.17,0.40186371201133997
459,0.0,0.11570034179253558
460,0.38,0.34688456309196325
461,0.34,0.1688616366554767
462,0.57,0.32467527497555926
463,0.0,0.28424846101447954
464,0.45,0.2405196307069648
465,0.13,0.21746456841638273
466,0.27,0.3336023637848195
